id,id_,per_num,add_time,age,level,country_id,town_id,village_id,income,out_poverty,status
774,100696,5,2016,48,1,5.11E+11,5.11E+11,5.11E+11,2243,0,1
775,959376,2,2016,78,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
776,1506789,5,2014,43,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
777,1102123,5,2014,44,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
778,1249415,4,2017,8,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
779,878313,5,2014,43,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
780,862804,2,2015,82,2,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
781,454581,3,2016,44,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
782,208264,3,2016,21,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
783,488856,5,2017,45,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
784,1042089,2,2015,78,1,5.12E+11,5.12E+11,5.12E+11,4190,0,1
785,795942,5,2017,42,3,5.13E+11,5.13E+11,5.13E+11,4168,0,1
786,1713373,4,2017,20,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
787,1811124,1,2014,66,1,5.12E+11,5.12E+11,5.12E+11,3080,0,1
788,501562,3,2016,52,0,5.11E+11,5.11E+11,5.11E+11,3706,0,1
789,1027784,5,2017,53,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
790,1648738,2,2016,73,1,5.12E+11,5.12E+11,5.12E+11,5700,0,1
791,637598,6,2016,45,3,5.13E+11,5.13E+11,5.13E+11,1573,0,1
792,835639,3,2017,37,1,5.11E+11,5.11E+11,5.11E+11,4250,0,1
793,1371871,2,2017,20,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
794,524095,7,2016,40,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
795,1840375,4,2017,63,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
796,1795327,9,2016,24,1,5.13E+11,5.13E+11,5.13E+11,2920,0,1
797,600581,3,2015,45,2,5.13E+11,5.13E+11,5.13E+11,1816,0,1
798,477828,3,2014,46,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
799,484701,5,2016,47,0,5.11E+11,5.11E+11,5.11E+11,1500,0,1
800,1530337,1,2016,62,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
801,655887,3,2017,78,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
802,736808,3,2017,55,1,5.12E+11,5.12E+11,5.12E+11,4109,0,1
803,556669,1,2016,66,1,5.12E+11,5.12E+11,5.12E+11,2937,0,1
804,937277,3,2016,53,1,5.11E+11,5.11E+11,5.11E+11,4333,0,1
805,1227812,3,2015,48,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
806,658937,4,2017,37,2,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
807,441735,2,2016,73,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
808,782717,2,2017,77,1,5.12E+11,5.12E+11,5.12E+11,2236,0,1
809,1267506,3,2016,63,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
810,624031,3,2015,51,1,5.13E+11,5.13E+11,5.13E+11,2563,0,1
811,125248,2,2014,45,2,5.11E+11,5.11E+11,5.11E+11,3000,0,1
812,1524871,1,2016,75,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
813,144134,3,2016,38,2,5.11E+11,5.11E+11,5.11E+11,2850,0,1
814,632286,5,2016,36,3,5.13E+11,5.13E+11,5.13E+11,1083,0,1
815,1582364,1,2014,66,1,5.12E+11,5.12E+11,5.12E+11,2590,0,1
816,1842914,1,2017,64,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
817,389591,2,2015,51,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
818,1623267,2,2017,61,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
819,903336,4,2014,18,1,5.12E+11,5.12E+11,5.12E+11,2586,0,1
820,1839270,5,2017,17,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
821,130387,3,2014,46,2,5.11E+11,5.11E+11,5.11E+11,2680,0,1
822,1714539,3,2016,29,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
823,1383731,4,2015,66,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
824,710314,3,2014,46,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
825,751888,1,2017,45,1,5.12E+11,5.12E+11,5.12E+11,1680,0,1
826,1342076,5,2016,19,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
827,1621416,5,2017,54,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
828,395630,4,2016,4,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
829,714388,4,2014,33,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
830,441221,4,2016,42,0,5.11E+11,5.11E+11,5.11E+11,3300,0,1
831,1148403,5,2016,54,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
832,1065267,2,2016,73,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
833,1608671,4,2014,62,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
834,998333,6,2017,12,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
835,1837557,6,2017,68,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
836,421854,4,2014,46,1,5.12E+11,5.12E+11,5.12E+11,2690,0,1
837,1721085,2,2016,47,3,5.12E+11,5.12E+11,5.12E+11,2890,0,1
838,1858783,3,2017,13,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
839,65871,1,2014,66,2,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
840,1142194,7,2016,28,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
841,43357,4,2014,48,2,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
842,1826125,3,2016,59,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
843,1330143,1,2017,74,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
844,416822,4,2014,48,2,5.13E+11,5.13E+11,5.13E+11,2975,0,1
845,951705,3,2017,70,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
846,1247472,2,2017,9,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
847,654409,6,2017,43,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
848,1835192,5,2017,49,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
849,374281,4,2015,56,2,5.11E+11,5.11E+11,5.11E+11,4728,0,1
850,581197,5,2016,71,1,5.12E+11,5.12E+11,5.12E+11,1496,0,1
851,1774633,4,2017,46,1,5.12E+11,5.12E+11,5.12E+11,6544,0,1
852,113008,4,2016,50,1,5.11E+11,5.11E+11,5.11E+11,2061,0,1
853,1217449,3,2017,77,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
854,1690096,4,2017,32,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
855,1449453,4,2014,8,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
856,1857212,4,2017,8,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
857,1538316,5,2016,54,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
858,1243245,4,2014,44,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
859,255623,6,2016,52,1,5.13E+11,5.13E+11,5.13E+11,2360,0,1
860,383297,3,2015,68,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
861,821077,6,2017,53,3,5.13E+11,5.13E+11,5.13E+11,5058,0,1
862,728749,2,2017,47,1,5.12E+11,5.12E+11,5.12E+11,2950,0,1
863,820858,4,2014,48,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
864,65448,3,2014,67,2,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
865,1112791,5,2014,62,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
866,641049,4,2016,49,3,5.13E+11,5.13E+11,5.13E+11,2320,0,1
867,751120,3,2017,47,1,5.12E+11,5.12E+11,5.12E+11,3143,0,1
868,1203171,5,2016,55,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
869,472398,2,2016,29,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
870,1655566,4,2016,5,1,5.12E+11,5.12E+11,5.12E+11,3125,0,1
871,21665,4,2016,60,3,5.13E+11,5.13E+11,5.13E+11,1900,0,1
872,465831,4,2016,14,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
873,955173,4,2016,38,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
874,1384184,2,2014,14,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
875,606280,4,2014,43,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
876,773027,3,2017,66,1,5.12E+11,5.12E+11,5.12E+11,5203,0,1
877,708452,5,2014,68,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
878,1461467,6,2014,11,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
879,578588,2,2016,75,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
880,1750458,1,2016,49,1,5.12E+11,5.12E+11,5.12E+11,4930,0,1
881,112046,5,2016,51,1,5.11E+11,5.11E+11,5.11E+11,4256,0,1
882,495539,4,2014,47,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
883,529339,3,2016,67,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
884,219666,7,2016,6,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
885,484663,3,2016,67,0,5.11E+11,5.11E+11,5.11E+11,8380,0,1
886,80544,2,2015,64,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
887,1213692,5,2017,20,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
888,1361142,6,2017,20,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
889,1729964,3,2017,50,2,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
890,1780936,5,2014,82,1,5.13E+11,5.13E+11,5.13E+11,1686,0,1
891,499080,4,2016,60,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
892,616293,5,2016,44,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
893,833512,4,2014,20,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
894,1496897,3,2014,5,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
895,599175,4,2015,32,2,5.13E+11,5.13E+11,5.13E+11,3445,0,1
896,1826522,2,2014,73,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
897,907067,4,2015,21,1,5.12E+11,5.12E+11,5.12E+11,2358,0,1
898,1884334,3,2014,47,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
899,748151,3,2017,66,1,5.12E+11,5.12E+11,5.12E+11,2016,0,1
900,1118993,2,2014,75,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
901,1483845,5,2014,46,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
902,839619,5,2016,57,2,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
903,1857640,2,2017,75,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
904,1470850,1,2014,71,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
905,1309978,2,2017,15,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
906,1160639,7,2016,40,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
907,695466,7,2014,46,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
908,236750,1,2016,33,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
909,554492,1,2016,89,1,5.12E+11,5.12E+11,5.12E+11,3120,0,1
910,1203490,1,2016,95,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
911,1357094,3,2016,50,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
912,1823802,5,2017,46,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
913,194965,6,2017,36,3,5.13E+11,5.13E+11,5.13E+11,1300,0,1
914,51405,2,2014,83,2,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
915,918045,5,2014,19,1,5.12E+11,5.12E+11,5.12E+11,29960,0,1
916,1674930,4,2016,52,1,5.12E+11,5.12E+11,5.12E+11,2610,0,1
917,1439665,4,2015,20,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
918,689587,1,2016,50,3,5.13E+11,5.13E+11,5.13E+11,2540,0,1
919,173850,3,2017,50,2,5.11E+11,5.11E+11,5.11E+11,3166,0,1
920,1312324,6,2017,8,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
921,1695700,8,2014,52,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
922,1393393,3,2014,70,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
923,612788,2,2014,44,2,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
924,126108,5,2014,50,2,5.11E+11,5.11E+11,5.11E+11,3831,0,1
925,835725,1,2017,46,1,5.11E+11,5.11E+11,5.11E+11,2820,0,1
926,1302083,3,2017,74,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
927,1534367,4,2016,51,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
928,1705113,4,2017,40,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
929,1511232,4,2014,29,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
930,1459371,6,2014,46,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
931,131835,2,2014,68,2,5.11E+11,5.11E+11,5.11E+11,2025,0,1
932,653410,5,2017,45,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
933,868434,3,2015,38,1,5.12E+11,5.12E+11,5.12E+11,1350,0,1
934,115433,3,2016,53,1,5.11E+11,5.11E+11,5.11E+11,2500,0,1
935,411410,3,2017,41,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
936,1547112,2,2017,12,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
937,51102,4,2014,23,2,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
938,812116,4,2014,45,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
939,386732,9,2017,8,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
940,553913,2,2016,53,1,5.12E+11,5.12E+11,5.12E+11,3250,0,1
941,423619,3,2016,36,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
942,114796,4,2016,33,1,5.11E+11,5.11E+11,5.11E+11,2500,0,1
943,1153970,3,2016,60,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
944,216261,5,2016,41,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
945,562863,3,2016,31,1,5.12E+11,5.12E+11,5.12E+11,2544,0,1
946,927503,6,2014,82,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
947,217556,9,2016,12,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
948,177789,2,2017,72,2,5.11E+11,5.11E+11,5.11E+11,1250,0,1
949,1083671,5,2014,46,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
950,511290,2,2017,51,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
951,768427,5,2017,56,1,5.12E+11,5.12E+11,5.12E+11,3600,0,1
952,1590852,5,2014,49,1,5.12E+11,5.12E+11,5.12E+11,1288,0,1
953,1609909,6,2016,55,1,5.12E+11,5.12E+11,5.12E+11,840,0,1
954,1731435,2,2017,68,2,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
955,1187594,5,2016,8,2,5.13E+11,5.13E+11,5.13E+11,1578,0,1
956,1647009,2,2016,66,1,5.12E+11,5.12E+11,5.12E+11,4319,0,1
957,1327520,4,2017,44,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
958,532438,2,2015,71,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
959,120281,2,2014,75,2,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
960,1067304,6,2014,74,1,5.12E+11,5.12E+11,5.12E+11,3453,0,1
961,776346,6,2017,69,1,5.12E+11,5.12E+11,5.12E+11,2605,0,1
962,560363,4,2014,44,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
963,900707,3,2014,66,1,5.12E+11,5.12E+11,5.12E+11,4873,0,1
964,1173475,7,2016,23,2,5.13E+11,5.13E+11,5.13E+11,2876,0,1
965,1517729,6,2017,72,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
966,1526467,4,2016,66,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
967,725318,6,2017,67,1,5.12E+11,5.12E+11,5.12E+11,3501,0,1
968,404541,5,2017,52,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
969,1466414,7,2017,24,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
970,548448,4,2014,71,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
971,602043,1,2016,33,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
972,1176492,6,2016,43,2,5.13E+11,5.13E+11,5.13E+11,1513,0,1
973,883725,3,2017,54,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
974,1184233,10,2016,50,2,5.13E+11,5.13E+11,5.13E+11,2200,0,1
975,469932,4,2016,44,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
976,1732918,3,2017,54,2,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
977,738556,1,2017,76,1,5.12E+11,5.12E+11,5.12E+11,1500,0,1
978,392944,6,2016,46,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
979,30071,1,2014,69,2,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
980,494620,3,2016,31,0,5.11E+11,5.11E+11,5.11E+11,2566,0,1
981,1142592,7,2016,20,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
982,133085,2,2014,47,2,5.11E+11,5.11E+11,5.11E+11,2570,0,1
983,893899,6,2014,43,1,5.12E+11,5.12E+11,5.12E+11,3345,0,1
984,100817,2,2016,72,1,5.11E+11,5.11E+11,5.11E+11,1541,0,1
985,1156837,5,2016,9,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
986,742097,5,2017,69,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
987,1451634,3,2014,56,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
988,638499,1,2016,42,3,5.13E+11,5.13E+11,5.13E+11,1725,0,1
989,1502013,2,2014,79,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
990,1451784,3,2014,68,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
991,661451,4,2017,36,2,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
992,241383,4,2016,39,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
993,221261,8,2016,6,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
994,783781,2,2017,60,1,5.12E+11,5.12E+11,5.12E+11,7250,0,1
995,1164234,2,2017,39,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
996,1142634,4,2016,67,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
997,1835963,4,2017,74,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
998,1009323,2,2017,49,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
999,1455990,2,2014,55,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1000,1636074,2,2016,73,1,5.12E+11,5.12E+11,5.12E+11,1170,0,1
1001,1750729,3,2016,64,1,5.12E+11,5.12E+11,5.12E+11,2623,0,1
1002,1421616,4,2015,64,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
1003,1316231,3,2014,28,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
1004,1485133,2,2014,82,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1005,1669933,7,2016,33,1,5.12E+11,5.12E+11,5.12E+11,6054,0,1
1006,1288947,4,2015,37,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
1007,110821,4,2016,36,1,5.11E+11,5.11E+11,5.11E+11,1260,0,1
1008,69068,3,2014,70,2,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
1009,662060,5,2017,47,2,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1010,1702208,3,2017,5,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1011,1147785,3,2016,50,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1012,1490120,1,2014,66,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1013,129202,2,2014,62,2,5.11E+11,5.11E+11,5.11E+11,2240,0,1
1014,1140823,1,2016,75,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1015,1492139,2,2014,37,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1016,439309,5,2014,44,1,5.12E+11,5.12E+11,5.12E+11,2423,0,1
1017,182890,1,2016,37,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1018,1154077,7,2016,85,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1019,446598,6,2016,41,0,5.11E+11,5.11E+11,5.11E+11,1816,0,1
1020,658561,2,2014,47,1,5.13E+11,5.13E+11,5.13E+11,1900,0,1
1021,583137,6,2017,60,3,5.11E+11,5.11E+11,5.11E+11,2266,0,-1
1022,938342,3,2016,70,1,5.11E+11,5.11E+11,5.11E+11,2200,0,1
1023,1850004,1,2017,49,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
1024,1089580,7,2014,79,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
1025,1203594,1,2016,50,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1026,771414,3,2017,53,1,5.12E+11,5.12E+11,5.12E+11,5463,0,1
1027,1045224,2,2015,68,1,5.12E+11,5.12E+11,5.12E+11,9058,0,1
1028,1731264,2,2017,47,2,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1029,595950,6,2015,51,2,5.13E+11,5.13E+11,5.13E+11,3590,0,1
1030,1088225,7,2014,76,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
1031,686518,1,2016,73,3,5.13E+11,5.13E+11,5.13E+11,1930,0,1
1032,777710,6,2017,70,1,5.12E+11,5.12E+11,5.12E+11,5390,0,1
1033,232084,4,2017,37,1,5.13E+11,5.13E+11,5.13E+11,3575,0,1
1034,940615,4,2016,49,1,5.11E+11,5.11E+11,5.11E+11,3012,0,1
1035,498586,5,2016,20,0,5.11E+11,5.11E+11,5.11E+11,3376,0,1
1036,818193,6,2017,53,1,5.11E+11,5.11E+11,5.11E+11,1500,0,1
1037,705790,5,2014,65,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1038,998732,3,2017,74,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
1039,227045,6,2016,36,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1040,1522747,2,2017,66,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1041,1199124,5,2017,7,3,5.13E+11,5.13E+11,5.13E+11,2804,0,1
1042,1285162,3,2017,21,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
1043,85620,1,2015,32,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1044,1640168,5,2016,52,1,5.12E+11,5.12E+11,5.12E+11,3244,0,1
1045,735465,3,2017,28,1,5.12E+11,5.12E+11,5.12E+11,1453,0,1
1047,217921,3,2016,29,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1048,1207586,1,2016,70,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1049,587853,2,2017,57,3,5.11E+11,5.11E+11,5.11E+11,1550,0,-1
1050,1360622,5,2015,3,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
1051,586465,2,2017,67,3,5.11E+11,5.11E+11,5.11E+11,1700,0,-1
1052,115236,5,2016,50,1,5.11E+11,5.11E+11,5.11E+11,2561,0,1
1053,748739,2,2017,48,1,5.12E+11,5.12E+11,5.12E+11,4000,0,1
1054,1392831,3,2014,26,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1055,1469618,2,2014,73,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1056,1324360,2,2015,56,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
1057,991536,6,2017,19,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1058,190995,2,2017,43,3,5.13E+11,5.13E+11,5.13E+11,1900,0,1
1059,369848,4,2016,28,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1060,110817,3,2016,62,1,5.11E+11,5.11E+11,5.11E+11,2153,0,1
1061,1657452,3,2016,39,1,5.12E+11,5.12E+11,5.12E+11,2530,0,1
1062,1647262,3,2016,72,1,5.12E+11,5.12E+11,5.12E+11,4546,0,1
1063,1278048,2,2014,85,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1064,1347098,4,2017,56,1,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,-1
1065,125728,4,2014,48,2,5.11E+11,5.11E+11,5.11E+11,2305,0,1
1066,1692969,5,2017,22,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1067,665664,6,2017,73,2,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1068,244333,2,2016,74,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1069,708612,5,2014,36,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1070,1572022,2,2017,69,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1071,574632,5,2016,50,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
1072,1790028,2,2014,38,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1073,1648690,5,2016,65,1,5.12E+11,5.12E+11,5.12E+11,2232,0,1
1074,85215,5,2015,61,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1075,1547185,3,2017,48,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1076,226402,4,2016,55,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1077,1705226,4,2017,46,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1078,1532699,2,2016,66,1,5.12E+11,5.12E+11,5.12E+11,1089.729019,0,1
1079,695143,1,2014,70,3,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1080,1597527,1,2017,69,1,5.12E+11,5.12E+11,5.12E+11,2700,0,1
1081,464196,7,2016,22,0,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
1082,1678149,2,2014,78,1,5.11E+11,5.11E+11,5.11E+11,3872,0,1
1083,1074496,1,2015,13,1,5.13E+11,5.13E+11,5.13E+11,1089.729019,0,1
1084,1028418,3,2017,79,3,5.11E+11,5.11E+11,5.11E+11,1089.729019,0,1
1085,593208,2,2017,27,3,5.11E+11,5.11E+11,5.11E+11,2167,0,-1
1086,812367,3,2017,60,1,5.11E+11,5.11E+11,5.11E+11,2233,0,1
