,id,per_num,year,ID_card,level,breed_year,equip_breed,land_year,land_size,channel,channel_num,sale_income,county_id,town_id,village_id,helper_unit,plan_time,help_industry,industrial_scale,tech_project,income,out_poverty,status
611,1221757,3,2014,34,1,,,,,,,,510823000000,510823230000,510823230204,,2014年,,,,1089.7290192113246,1221757,-1
612,1038760,6,2017,9,3,,,,,,,,510904000000,510904110000,510904110222,,,,,,1089.7290192113246,1038760,1
613,73134,2,2014,61,2,,,,,,,,510824000000,510824202000,510824202202,,,,,,1089.7290192113246,73134,1
614,1066162,7,2014,77,1,,,,,,,,511903000000,511903207000,511903207201,,,,,,3060.0,1066162,1
615,497346,4,2017,19,1,,,,,,,,511129000000,511129203000,511129203201,,,,,,1089.7290192113246,497346,1
616,382104,3,2015,71,1,,,,,,,,510822000000,510822208000,510822208201,乐安寺乡农技站,2018,,,,1089.7290192113246,382104,1
617,850048,5,2017,62,2,,,,,,,,511902000000,511902201000,511902201205,,,,,,1089.7290192113246,850048,1
618,200122,5,2016,66,1,,,,,,,,513429000000,513429220000,513429220203,,,,,,1089.7290192113246,200122,1
619,836419,3,2014,48,1,,,,,,,,511921000000,511921229000,511921229203,,2018,,,,2020.0,836419,1
620,1344506,4,2017,8,1,,,,,,,,510823000000,510823228000,510823228201,,未脱贫,,,,1089.7290192113246,1344506,-1
621,1876473,2,2017,66,1,,,,,,,,511725000000,511725108000,511725108205,,,,,,1089.7290192113246,1876473,1
622,1896446,2,2014,44,3,,,,,,,,510524000000,510524107000,510524107214,,,,,,1089.7290192113246,1896446,1
623,1407269,5,2014,44,1,,,,,,,,510823000000,510823115000,510823115202,,2014年,,,,1089.7290192113246,1407269,1
624,1029863,4,2017,21,3,,,,,,,,510904000000,510904108000,510904108220,,,,,,1089.7290192113246,1029863,1
625,940241,5,2016,38,1,,,,,,,,510525000000,510525205000,510525205204,县烟草公司,2017,种养殖,养猪2只,,1760.0,940241,1
626,1319061,3,2014,49,1,,,,,,,,510823000000,510823228000,510823228203,,2014年,,,,1089.7290192113246,1319061,-1
627,466495,4,2016,69,0,,,,,,,,510522000000,510522111000,510522111202,,,,,,1089.7290192113246,466495,1
628,576394,5,2016,64,3,,,,,,,,511324000000,511324122000,511324122208,,2018,,,,1089.7290192113246,576394,1
629,36644,4,2014,51,2,,,,,,,,510824000000,510824233000,510824233209,,,,,,1089.7290192113246,36644,1
630,443003,2,2016,48,0,,,,,,,,510522000000,510522203000,510522203202,,,,,,1089.7290192113246,443003,1
631,565613,3,2016,63,1,,,,,,,,511781000000,511781109000,511781109204,万源市商务局,2018,种植、养殖,马铃薯种植3亩,技术支撑,1980.0,565613,1
632,69144,3,2014,75,2,,,,,,,,510824000000,510824118000,510824118223,,,,,,1089.7290192113246,69144,1
633,1810881,2,2014,61,1,,,,,,,,511525000000,511525100000,511525100201,安监局,2016,,,,2619.0,1810881,1
634,1485676,2,2014,22,1,,,,,,,,511724000000,511724112000,511724112202,,,,,,1089.7290192113246,1485676,1
635,1025068,1,2017,80,3,,,,,,,,510904000000,510904100000,510904100216,,,,,,1089.7290192113246,1025068,1
636,1761018,3,2016,54,1,,,,,,,,511622000000,511622111000,511622111202,中国移动武胜分公司乡镇,22/11/2018,种养植,3亩,蚕桑、晚熟柑橘,1320.0,1761018,1
637,465583,3,2016,64,0,,,,,,,,510522000000,510522111000,510522111207,,,,,,1089.7290192113246,465583,1
638,1690797,2,2017,59,1,,,,,,,,511921000000,511921103000,511921103212,,,种养殖业,,,1089.7290192113246,1690797,1
639,93194,4,2015,56,1,,,,,,,,511923000000,511923201000,511923201213,,,,,,1089.7290192113246,93194,1
640,588792,2,2017,96,3,,,,,,,,510904000000,510904201000,510904201213,,,,,,1719.0,588792,-1
641,190212,6,2017,55,3,,,,,,,,513423000000,513423220000,513423220206,,,,,,2412.0,190212,1
642,1584177,4,2014,47,1,,,,,,,,511528000000,511528105000,511528105218,,,,,,2839.0,1584177,1
643,525500,4,2016,37,0,,,,,,,,510522000000,510522104000,510522104205,,,,,,3345.0,525500,1
644,1822990,4,2014,72,3,,,,,,,,511322000000,511322223000,511322223208,广电网络公司,2017,药材种植,150亩,,3000.0,1822990,-1
645,948656,9,2014,68,1,,,,,,,,511681000000,511681108000,511681108206,,,,,,1089.7290192113246,948656,1
646,1170861,7,2016,14,2,,,,,,,,513332000000,513332219000,513332219205,,,,,,1572.0,1170861,1
647,962232,3,2016,62,1,,,,,,,,511922000000,511922231000,511922231204,汇滩乡人民政府,2017,种养殖业,养牛2头、猪2头、羊10只,无,1533.0,962232,1
648,454157,2,2016,53,0,,,,,,,,510522000000,510522206000,510522206201,,,,,,1089.7290192113246,454157,1
649,556438,4,2016,46,1,,,,,,,,511781000000,511781106000,511781106202,万源市财政局,2016,种植、养殖,食用菌种植300袋,技术支撑,3626.0,556438,1
650,1204943,5,2016,55,1,,,,,,,,511702000000,511702206000,511702206214,,2017,,,,1089.7290192113246,1204943,1
651,456340,6,2016,10,0,,,,,,,,510522000000,510522108000,510522108215,,,,,,1089.7290192113246,456340,1
652,1034421,3,2017,45,3,,,,,,,,510904000000,510904204000,510904204216,,,,,,1089.7290192113246,1034421,1
653,1653945,2,2016,80,1,,,,,,,,511723000000,511723204000,511723204204,,,种养殖,,,3795.0,1653945,1
654,1471124,2,2014,83,1,,,,,,,,511724000000,511724108000,511724108205,,,,,,1089.7290192113246,1471124,1
655,1194809,4,2017,3,3,,,,,,,,513335000000,513335208000,513335208201,,,,,,1512.0,1194809,1
656,1395716,2,2014,75,1,,,,,,,,511724000000,511724217000,511724217203,,,,,,1089.7290192113246,1395716,1
657,1632743,2,2016,70,1,,,,,,,,511723000000,511723105000,511723105208,,,种养殖,,,2408.0,1632743,1
658,124165,5,2014,55,2,,,,,,,,510821000000,510821109000,510821109202,金溪镇畜牧站,2015,,,,2850.0,124165,1
659,385423,5,2017,64,1,,,,,,,,511129000000,511129106000,511129106208,,,,,,1089.7290192113246,385423,1
660,779780,2,2017,83,1,,,,,,,,511722000000,511722117000,511722117208,,,,,,1490.0,779780,1
661,143159,3,2016,54,2,,,,,,,,510821000000,510821112000,510821112203,旺苍县双汇镇农业服务中心,2018,养殖、核桃、中药材等,,四川省科技厅、县委、政府给与的科技项目,2850.0,143159,1
662,1316107,5,2016,25,1,,,,,,,,510823000000,510823119000,510823119209,,2016年,,,,1089.7290192113246,1316107,-1
663,416788,2,2014,43,2,,,,,,,,513326000000,513326214000,513326214202,农牧和科技局,,,,,2791.0,416788,1
664,526484,2,2016,76,0,,,,,,,,510522000000,510522104000,510522104206,,,,,,2000.0,526484,1
665,414606,3,2017,42,1,,,,,,,,513330000000,513330204000,513330204209,,,,,,1089.7290192113246,414606,1
666,1078780,7,2017,21,1,,,,,,,,513329000000,513329204000,513329204210,,,,,,1089.7290192113246,1078780,1
667,570439,3,2016,41,3,,,,,,,,511324000000,511324106000,511324106219,,2018,,,,1089.7290192113246,570439,1
668,1278115,5,2014,52,1,,,,,,,,511724000000,511724105000,511724105205,,,,,,1089.7290192113246,1278115,1
669,704153,6,2014,27,3,,,,,,,,510726000000,510726205000,510726205217,,,,,,1089.7290192113246,704153,1
670,850513,4,2015,59,2,,,,,,,,511902000000,511902201000,511902201204,,,,,,1089.7290192113246,850513,1
671,1236854,3,2015,53,1,,,,,,,,510823000000,510823106000,510823106206,,2015年,,,,1089.7290192113246,1236854,-1
672,1049046,4,2015,28,1,,,,,,,,511903000000,511903102000,511903102213,,2015,,,,3500.0,1049046,1
673,719871,4,2016,45,3,,,,,,,,510726000000,510726105000,510726105203,,,,,,1089.7290192113246,719871,1
674,790286,3,2017,29,1,,,,,,,,513436000000,513436214000,513436214210,,,,,,1089.7290192113246,790286,1
675,1828318,5,2016,71,1,,,,,,,,511903000000,511903205000,511903205206,,,,,,1089.7290192113246,1828318,1
676,996353,5,2017,22,3,,,,,,,,510904000000,510904101000,510904101215,,,,,,1089.7290192113246,996353,1
677,901955,3,2014,19,1,,,,,,,,511921000000,511921101000,511921101209,,,,,,5300.0,901955,1
678,117763,1,2014,43,2,,,,,,,,511321000000,511321244000,511321244208,,,,,,1089.7290192113246,117763,1
679,530506,2,2015,67,3,,,,,,,,511324000000,511324119000,511324119206,,2016,,,,1089.7290192113246,530506,1
680,1858517,3,2017,9,3,,,,,,,,510522000000,510522111000,510522111202,,,,,,1089.7290192113246,1858517,1
681,1401171,5,2014,18,1,,,,,,,,511724000000,511724114000,511724114200,,,,,,1089.7290192113246,1401171,1
682,113413,4,2016,40,1,,,,,,,,510524000000,510524109000,510524109222,,,,,,2587.0,113413,1
683,1846631,5,2017,41,1,,,,,,,,511921000000,511921111000,511921111213,,,种养业,,,1089.7290192113246,1846631,1
684,1185632,10,2016,3,2,,,,,,,,513332000000,513332216000,513332216206,,,,,,1610.0,1185632,1
685,432066,3,2014,47,1,,,,,,,,511903000000,511903204000,511903204212,,2018,,,,2783.0,432066,1
686,1497289,3,2014,70,1,,,,,,,,511724000000,511724209000,511724209206,,,,,,1089.7290192113246,1497289,1
687,820688,2,2014,49,3,,,,,,,,511132000000,511132204000,511132204200,,2017,,,,1089.7290192113246,820688,1
688,1898419,5,2014,47,3,,,,,,,,510524000000,510524203000,510524203206,,,,,,1089.7290192113246,1898419,1
689,216686,3,2016,50,1,,,,,,,,513429000000,513429214000,513429214200,,,,,,1089.7290192113246,216686,1
690,886937,2,2015,6,1,,,,,,,,511921000000,511921103000,511921103203,,,,,,2125.0,886937,1
691,1382456,3,2015,81,1,,,,,,,,510823000000,510823205000,510823205203,,2015年,,,,1089.7290192113246,1382456,-1
692,1259598,2,2015,63,1,,,,,,,,510823000000,510823116000,510823116201,,2015年,,,,1089.7290192113246,1259598,-1
693,1357530,2,2017,65,1,,,,,,,,510823000000,510823205000,510823205202,,未脱贫,,,,1089.7290192113246,1357530,-1
694,946026,3,2014,67,1,,,,,,,,511681000000,511681107000,511681107211,,,,,,1089.7290192113246,946026,1
695,1749102,3,2016,59,1,,,,,,,,511622000000,511622209000,511622209213, 县委农工委,22/11/2018,种养植,3亩,蚕桑、晚熟柑橘,3813.0,1749102,1
696,516730,4,2017,46,1,,,,,,,,511129000000,511129210000,511129210201,,,,,,1089.7290192113246,516730,1
697,1783145,4,2015,48,1,,,,,,,,511903000000,511903200000,511903200203,,,,,,3425.0,1783145,1
698,150026,3,2016,66,2,,,,,,,,510821000000,510821109000,510821109202,旺苍县金溪镇畜牧站,2018,养殖、核桃、中药材等,,四川省科技厅、县委、政府给与的科技项目,2850.0,150026,1
699,1109131,4,2014,50,1,,,,,,,,511304000000,511304102000,511304102202,,,,,,1089.7290192113246,1109131,1
700,1291555,5,2014,46,1,,,,,,,,510823000000,510823115000,510823115210,,2014年,,,,1089.7290192113246,1291555,-1
701,523226,6,2016,46,2016年,,,,,,,,510522000000,510522107000,510522107206,,,,,,1089.7290192113246,523226,1
702,375277,4,2015,33,2,,,,,,,,510811000000,510811213000,510811213205,,,,,,2635.0,375277,1
703,549340,5,2016,66,0,,,,,,,,510522000000,510522105000,510522105206,,,,,,3540.0,549340,1
704,107147,2,2016,54,1,,,,,,,,510524000000,510524202000,510524202221,,,,,,2000.0,107147,1
705,149324,2,2016,63,2,,,,,,,,510821000000,510821208000,510821208207,旺苍县福庆乡畜牧站,2018,养殖、核桃、中药材等,,四川省科技厅、县委、政府给与的科技项目,2850.0,149324,1
706,1394818,3,2014,52,1,,,,,,,,511724000000,511724103000,511724103200,,,,,,1089.7290192113246,1394818,1
707,114042,6,2016,36,1,,,,,,,,510524000000,510524109000,510524109228,,,,,,2130.0,114042,1
708,626527,4,2015,42,1,,,,,,,,513334000000,513334222000,513334222204,理塘县农牧和科技局,2019,种植,,,3200.0,626527,1
709,894690,3,2014,62,1,,,,,,,,511921000000,511921102000,511921102202,,,,,,4420.0,894690,1
710,1277402,3,2014,39,1,,,,,,,,511724000000,511724105000,511724105204,,,,,,1089.7290192113246,1277402,1
711,396165,3,2016,40,1,,,,,,,,511129000000,511129207000,511129207209,,,,,,1089.7290192113246,396165,1
712,1636039,1,2016,88,1,,,,,,,,511723000000,511723207000,511723207201,,,种养殖,,,2540.0,1636039,1
713,1364710,1,2017,56,1,,,,,,,,510823000000,510823207000,510823207201,,未脱贫,,,,1089.7290192113246,1364710,-1
714,1509857,7,2014,48,1,,,,,,,,513232000000,513232206000,513232206201,,未脱贫,,,,1089.7290192113246,1509857,-1
715,1267711,3,2017,47,1,,,,,,,,510823000000,510823108000,510823108209,,未脱贫,,,,1089.7290192113246,1267711,-1
716,890694,5,2014,65,1,,,,,,,,511921000000,511921234000,511921234202,,,,,,3368.0,890694,1
717,1880333,8,2014,63,3,,,,,,,,510524000000,510524110000,510524110220,,,,,,1089.7290192113246,1880333,1
718,754809,9,2017,68,1,,,,,,,,511722000000,511722202000,511722202202,,,,,,3706.0,754809,1
719,1760192,4,2016,72,1,,,,,,,,511622000000,511622200000,511622200208,市发改委价格调控与成本监审科,22/11/2018,种养植,3亩,蚕桑、晚熟柑橘,3830.0,1760192,1
720,1642062,3,2016,49,1,,,,,,,,511723000000,511723205000,511723205204,,,种养殖,,,2693.0,1642062,1
721,897354,5,2014,19,1,,,,,,,,511921000000,511921227000,511921227207,,,,,,3638.0,897354,1
722,32534,6,2014,23,2,,,,,,,,510824000000,510824226000,510824226210,,,,,,1089.7290192113246,32534,1
723,260835,4,2016,63,1,,,,,,,,513435000000,513435101000,513435101218,农牧局能源办,2018,种养殖业,2亩核桃50只鹅,,1071.0,260835,1
724,1793346,2,2017,67,1,,,,,,,,511921000000,511921216000,511921216204,,,种植养殖,,,1089.7290192113246,1793346,1
725,381113,2,2014,47,2,,,,,,,,510822000000,510822103000,510822103202,关庄镇农业服务中心,2018年,母猪、鸡,母猪1头、鸡200只,母猪、鸡,2650.0,381113,1
726,1558934,6,2015,63,1,,,,,,,,511923000000,511923107000,511923107208,,2016,,,,1089.7290192113246,1558934,1
727,555196,2,2016,65,1,,,,,,,,511781000000,511781209000,511781209203,万源市市拆迁办,2016,种植、养殖,生猪养殖5头,技术支撑,7040.0,555196,1
728,1117749,2,2014,62,1,,,,,,,,511304000000,511304215000,511304215205,,,,,,1089.7290192113246,1117749,1
729,443818,3,2016,13,0,,,,,,,,510522000000,510522102000,510522102202,,,,,,3333.0,443818,1
730,422753,3,2016,55,0,,,,,,,,510522000000,510522110000,510522110204,,,,,,1089.7290192113246,422753,1
731,1554137,2,2017,32,2,,,,,,,,511902000000,511902209000,511902209208,,,,,,1089.7290192113246,1554137,1
732,1383376,3,2015,66,1,,,,,,,,510823000000,510823210000,510823210202,,2015年,,,,1089.7290192113246,1383376,-1
733,693870,4,2014,32,3,,,,,,,,513430000000,513430215000,513430215204,,,,,,1089.7290192113246,693870,1
734,1166413,5,2017,48,3,,,,,,,,513432000000,513432105000,513432105203,,,,,,1089.7290192113246,1166413,1
735,1410554,2,2017,68,1,,,,,,,,510823000000,510823207000,510823207206,,未脱贫,,,,1089.7290192113246,1410554,1
736,1266162,3,2017,37,1,,,,,,,,510823000000,510823215000,510823215203,,未脱贫,,,,1089.7290192113246,1266162,-1
737,622019,5,2015,41,1,,,,,,,,513334000000,513334219000,513334219201,农牧和科技局,,,,,1600.0,622019,1
738,1009343,3,2017,30,3,,,,,,,,510904000000,510904101000,510904101228,,,,,,1089.7290192113246,1009343,1
739,1651642,2,2016,47,1,,,,,,,,511723000000,511723107000,511723107204,,,种养殖,,,4717.0,1651642,1
740,566542,1,2016,80,1,,,,,,,,511781000000,511781208000,511781208200,万源市委统战部,2018,种植、养殖,生猪养殖2头,技术支撑,1500.0,566542,1
741,465231,5,2016,34,2015年,,,,,,,,510522000000,510522111000,510522111208,,,,,,1089.7290192113246,465231,1
742,1145142,5,2016,85,1,,,,,,,,511703000000,511703108000,511703108205,,,,,,1089.7290192113246,1145142,1
743,819564,4,2014,52,3,,,,,,,,511132000000,511132101000,511132101202,农行峨边支行,2017,,,,5589.0,819564,1
744,1410278,2,2015,70,1,,,,,,,,510823000000,510823208000,510823208201,,2015年,,,,1089.7290192113246,1410278,1
745,1388466,3,2017,52,1,,,,,,,,510823000000,510823113000,510823113206,,未脱贫,,,,1089.7290192113246,1388466,-1
746,45231,5,2014,38,2,,,,,,,,510824000000,510824110000,510824110214,,,,,,1089.7290192113246,45231,1
747,1549261,2,2014,52,1,,,,,,,,511321000000,511321106000,511321106209,,,,,,1089.7290192113246,1549261,1
748,731379,4,2017,52,1,,,,,,,,511722000000,511722214000,511722214202,,,,,,1417.0,731379,1
749,1687669,3,2017,65,1,,,,,,,,511921000000,511921105000,511921105200,,,种养殖业,,,1089.7290192113246,1687669,1
750,1046133,6,2015,53,1,,,,,,,,511903000000,511903106000,511903106213,,,,,,3290.0,1046133,1
751,131825,3,2014,54,2,,,,,,,,510821000000,510821105000,510821105211,旺苍县张华镇畜牧兽医站,2018,养殖、核桃、中药材等,,四川省科技厅、县委、政府给与的科技项目,2130.0,131825,1
752,901253,5,2014,25,1,,,,,,,,511921000000,511921101000,511921101201,,,,,,3420.0,901253,1
753,33520,4,2014,44,2,,,,,,,,510824000000,510824238000,510824238206,,,,,,1089.7290192113246,33520,1
754,994338,4,2017,31,3,,,,,,,,510904000000,510904107000,510904107209,,,,,,1089.7290192113246,994338,1
755,1187711,8,2016,17,2,,,,,,,,513332000000,513332207000,513332207201,,,,,,2114.0,1187711,1
756,656470,1,2017,80,3,,,,,,,,513432000000,513432202000,513432202200,,,,,,1089.7290192113246,656470,1
758,1838998,4,2017,19,3,,,,,,,,510522000000,510522203000,510522203202,,,,,,1089.7290192113246,1838998,1
759,1412050,6,2015,53,1,,,,,,,,510823000000,510823104000,510823104201,,2015年,,,,1089.7290192113246,1412050,1
760,447700,5,2016,50,0,,,,,,,,510522000000,510522116000,510522116201,,,,,,4002.0,447700,1
761,1004688,5,2017,5,3,,,,,,,,510904000000,510904109000,510904109207,,,,,,1089.7290192113246,1004688,1
762,1278337,6,2014,47,1,,,,,,,,511724000000,511724105000,511724105205,,,,,,1089.7290192113246,1278337,1
763,1283480,6,2017,46,1,,,,,,,,510823000000,510823111000,510823111201,,未脱贫,,,,1089.7290192113246,1283480,-1
764,545379,3,2014,61,3,,,,,,,,511324000000,511324225000,511324225208,,,,,,1089.7290192113246,545379,1
765,111815,1,2016,55,1,,,,,,,,510524000000,510524203000,510524203218,,,,,,2605.0,111815,1
766,612887,1,2016,63,1,,,,,,,,511781000000,511781220000,511781220201,万源市农业行政综合执法大队,2019,种植、养殖,树花菜种植3亩,技术支撑,1380.0,612887,1
767,1189154,4,2016,17,2,,,,,,,,513332000000,513332100000,513332100206,,,,,,3472.0,1189154,1
768,1698719,6,2017,34,1,,,,,,,,511921000000,511921225000,511921225201,,,种养殖业,,,1089.7290192113246,1698719,1
769,418052,2,2014,65,2,,,,,,,,513326000000,513326216000,513326216203,农牧和科技局,,,,,6114.0,418052,1
770,1365235,3,2017,48,1,,,,,,,,510823000000,510823207000,510823207205,,未脱贫,,,,1089.7290192113246,1365235,-1
771,1629235,4,2016,49,1,,,,,,,,511723000000,511723108000,511723108205,,,种养殖,,,1842.0,1629235,1
772,1532431,5,2016,73,1,,,,,,,,511623000000,511623207000,511623207201,,,,,,1089.7290192113246,1532431,1
773,1536284,5,2016,56,1,,,,,,,,511623000000,511623103000,511623103209,,,,,,1089.7290192113246,1536284,1
774,100696,5,2016,48,1,,,,,,,,510524000000,510524101000,510524101222,,,,,,2243.0,100696,1
775,959376,2,2016,78,1,,,,,,,,511922000000,511922201000,511922201207,南江县人社局,2017,,,,1089.7290192113246,959376,1
776,1506789,5,2014,43,1,,,,,,,,511724000000,511724201000,511724201202,,,,,,1089.7290192113246,1506789,1
777,1102123,5,2014,44,1,,,,,,,,511304000000,511304107000,511304107221,,,,,,1089.7290192113246,1102123,1
778,1249415,4,2017,8,1,,,,,,,,510823000000,510823209000,510823209204,,未脱贫,,,,1089.7290192113246,1249415,-1
779,878313,5,2014,43,1,,,,,,,,511921000000,511921206000,511921206202,,,,,,1089.7290192113246,878313,1
780,862804,2,2015,82,2,,,,,,,,511902000000,511902006000,511902006209,,,,,,1089.7290192113246,862804,1
781,454581,3,2016,44,2015年,,,,,,,,510522000000,510522206000,510522206210,,,,,,1089.7290192113246,454581,1
782,208264,3,2016,21,1,,,,,,,,513429000000,513429207000,513429207201,,,,,,1089.7290192113246,208264,1
783,488856,5,2017,45,1,,,,,,,,511129000000,511129101000,511129101209,,,,,,1089.7290192113246,488856,1
784,1042089,2,2015,78,1,,,,,,,,511903000000,511903111000,511903111202,,,,,,4190.0,1042089,1
785,795942,5,2017,42,3,,,,,,,,513436000000,513436203000,513436203204,,,,,,4168.0,795942,1
786,1713373,4,2017,20,1,,,,,,,,511921000000,511921206000,511921206204,,,种养殖业,,,1089.7290192113246,1713373,1
787,1811124,1,2014,66,1,,,,,,,,511525000000,511525100000,511525100226,文江镇腾龙小学校,2014,,,,3080.0,1811124,1
788,501562,3,2016,52,0,,,,,,,,510522000000,510522208000,510522208206,,,,,,3706.0,501562,1
789,1027784,5,2017,53,3,,,,,,,,510904000000,510904101000,510904101229,,,,,,1089.7290192113246,1027784,1
790,1648738,2,2016,73,1,,,,,,,,511723000000,511723201000,511723201200,,,种养殖,,,5700.0,1648738,1
791,637598,6,2016,45,3,,,,,,,,513434000000,513434217000,513434217202,,,农牧林果,5头5亩,,1573.0,637598,1
792,835639,3,2017,37,1,,,,,,,,511133000000,511133204000,511133204205,会步村委会,2015,种柏竹,0.96,技术指导和培训,4250.0,835639,1
793,1371871,2,2017,20,1,,,,,,,,510823000000,510823100000,510823100202,,未脱贫,,,,1089.7290192113246,1371871,-1
794,524095,7,2016,40,2015年,,,,,,,,510522000000,510522107000,510522107208,,,,,,1089.7290192113246,524095,1
795,1840375,4,2017,63,3,,,,,,,,510522000000,510522116000,510522116206,,,,,,1089.7290192113246,1840375,1
796,1795327,9,2016,24,1,,,,,,,,513231000000,513231211000,513231211201,乡镇政府,2020,畜牧,中,,2920.0,1795327,1
797,600581,3,2015,45,2,,,,,,,,513422000000,513422101000,513422101200,,,,,,1816.0,600581,1
798,477828,3,2014,46,1,,,,,,,,510727000000,510727100000,510727100204,,,,,,1089.7290192113246,477828,1
799,484701,5,2016,47,0,,,,,,,,510522000000,510522109000,510522109207,,,,,,1500.0,484701,1
800,1530337,1,2016,62,1,,,,,,,,511623000000,511623223000,511623223205,,,,,,1089.7290192113246,1530337,1
801,655887,3,2017,78,3,,,,,,,,513432000000,513432102000,513432102200,,,,,,1089.7290192113246,655887,1
802,736808,3,2017,55,1,,,,,,,,511722000000,511722118000,511722118209,,,,,,4109.0,736808,1
803,556669,1,2016,66,1,,,,,,,,511781000000,511781220000,511781220200,万源市溪口乡人民镇府,2017,种植、养殖,树花菜种植2亩,技术支撑,2937.0,556669,1
804,937277,3,2016,53,1,,,,,,,,510525000000,510525110000,510525110213,县林业局双沙林业站,2017,种养殖,养猪1头,,4333.0,937277,1
805,1227812,3,2015,48,1,,,,,,,,510823000000,510823102000,510823102203,,2015年,,,,1089.7290192113246,1227812,-1
806,658937,4,2017,37,2,,,,,,,,513422000000,513422215000,513422215200,,,,,,1089.7290192113246,658937,1
807,441735,2,2016,73,2016年,,,,,,,,510522000000,510522103000,510522103206,,,,,,1089.7290192113246,441735,1
808,782717,2,2017,77,1,,,,,,,,511722000000,511722108000,511722108201,,,,,,2236.0,782717,1
809,1267506,3,2016,63,1,,,,,,,,510823000000,510823108000,510823108220,,2016年,,,,1089.7290192113246,1267506,-1
810,624031,3,2015,51,1,,,,,,,,513334000000,513334200000,513334200209,农牧和科技局,2018,种养业,青稞、土豆良种,,2563.0,624031,1
811,125248,2,2014,45,2,,,,,,,,510821000000,510821101000,510821101210,嘉川镇林业站,2016,,,,3000.0,125248,1
812,1524871,1,2016,75,1,,,,,,,,511623000000,511623213000,511623213204,,,,,,1089.7290192113246,1524871,1
813,144134,3,2016,38,2,,,,,,,,510821000000,510821114000,510821114204,旺苍县国华镇农业服务中心,2018,养殖、核桃、中药材等,,四川省科技厅、县委、政府给与的科技项目,2850.0,144134,1
814,632286,5,2016,36,3,,,,,,,,513434000000,513434214000,513434214202,,,农牧林果,5头5亩,,1083.0,632286,1
815,1582364,1,2014,66,1,,,,,,,,511528000000,511528100000,511528100246,,,,,,2590.0,1582364,1
816,1842914,1,2017,64,3,,,,,,,,510522000000,510522115000,510522115206,,,,,,1089.7290192113246,1842914,1
817,389591,2,2015,51,1,,,,,,,,511129000000,511129106000,511129106210,,,,,,1089.7290192113246,389591,1
818,1623267,2,2017,61,1,,,,,,,,511921000000,511921100000,511921100216,,,种养殖业,,,1089.7290192113246,1623267,1
819,903336,4,2014,18,1,,,,,,,,511921000000,511921100000,511921100208,,,,,,2586.0,903336,1
820,1839270,5,2017,17,3,,,,,,,,510522000000,510522203000,510522203209,,,,,,1089.7290192113246,1839270,1
821,130387,3,2014,46,2,,,,,,,,510821000000,510821114000,510821114202,旺苍县国华镇农业服务中心,2018,养殖、核桃、中药材等,,四川省科技厅、县委、政府给与的科技项目,2680.0,130387,1
822,1714539,3,2016,29,1,,,,,,,,511781000000,511781101000,511781101207,青花镇人民政府,2018,种植、养殖,茶叶种植5亩,技术支撑,1089.7290192113246,1714539,1
823,1383731,4,2015,66,1,,,,,,,,510823000000,510823210000,510823210201,,2015年,,,,1089.7290192113246,1383731,-1
824,710314,3,2014,46,1,,,,,,,,511922000000,511922107000,511922107214,,,,,,1089.7290192113246,710314,1
825,751888,1,2017,45,1,,,,,,,,511722000000,511722111000,511722111213,,,,,,1680.0,751888,1
826,1342076,5,2016,19,1,,,,,,,,510823000000,510823119000,510823119203,,2016年,,,,1089.7290192113246,1342076,-1
827,1621416,5,2017,54,1,,,,,,,,511921000000,511921100000,511921100218,,,种养殖业,,,1089.7290192113246,1621416,1
828,395630,4,2016,4,1,,,,,,,,511129000000,511129207000,511129207202,,,,,,1089.7290192113246,395630,1
829,714388,4,2014,33,3,,,,,,,,513430000000,513430220000,513430220200,,,,,,1089.7290192113246,714388,1
830,441221,4,2016,42,0,,,,,,,,510522000000,510522103000,510522103203,,,,,,3300.0,441221,1
831,1148403,5,2016,54,1,,,,,,,,511703000000,511703103000,511703103209,,,,,,1089.7290192113246,1148403,1
832,1065267,2,2016,73,0,,,,,,,,510522000000,510522114000,510522114206,,,,,,1089.7290192113246,1065267,1
833,1608671,4,2014,62,3,,,,,,,,511132000000,511132209000,511132209205,,,,,,1089.7290192113246,1608671,1
834,998333,6,2017,12,3,,,,,,,,510904000000,510904101000,510904101200,,,,,,1089.7290192113246,998333,1
835,1837557,6,2017,68,3,,,,,,,,510522000000,510522102000,510522102202,,,,,,1089.7290192113246,1837557,1
836,421854,4,2014,46,1,,,,,,,,511903000000,511903105000,511903105208,,2018,,,,2690.0,421854,1
837,1721085,2,2016,47,3,,,,,,,,511621000000,511621105000,511621105217,东湖学校,30/12/2017,种、养殖,家禽（畜）数只、水稻数亩,,2890.0,1721085,1
838,1858783,3,2017,13,3,,,,,,,,510522000000,510522100000,510522100213,,,,,,1089.7290192113246,1858783,1
839,65871,1,2014,66,2,,,,,,,,510824000000,510824102000,510824102225,,,,,,1089.7290192113246,65871,1
840,1142194,7,2016,28,1,,,,,,,,511703000000,511703113000,511703113207,,,,,,1089.7290192113246,1142194,1
841,43357,4,2014,48,2,,,,,,,,510824000000,510824228000,510824228202,,,,,,1089.7290192113246,43357,1
842,1826125,3,2016,59,1,,,,,,,,511703000000,511703104000,511703104202,,,,,,1089.7290192113246,1826125,1
843,1330143,1,2017,74,1,,,,,,,,510823000000,510823105000,510823105206,,未脱贫,,,,1089.7290192113246,1330143,-1
