"id","name","score","character","appointment","history","stickiness","relations","analyze"
891853,"abc",585,0.776,0.65,0.6,0.57,0.62,NULL
124113,"abc",585,0.52,0.65,0.6,0.81,0.62,NULL
809186,"abc",585,0.776,0.65,0.6,0.57,0.62,NULL
600049,"abc",585,0.8272,0.65,0.6,0.57,0.62,NULL
1747247,"abc",584,0.6,0.65,0.6,0.81,0.74,NULL
1552184,"abc",584,0.7248,0.65,0.6,0.81,0.62,NULL
1671488,"abc",584,0.52,0.65,0.6,0.81,0.62,NULL
940615,"abc",584,0.52,0.65,0.6,0.81,0.62,NULL
727722,"abc",584,0.6,0.65,0.6,0.57,0.74,NULL
647853,"abc",584,0.6256,0.65,0.6,0.57,0.74,NULL
881591,"abc",584,0.58,0.72,0.7,0.57,0.64,NULL
1810881,"abc",584,0.6,0.65,0.6,0.81,0.74,NULL
1322207,"abc",584,0.7616,0.51,0.4,0.81,0.7,NULL
632039,"abc",584,0.52,0.65,0.6,0.81,0.62,NULL
636903,"abc",584,0.58,0.72,0.7,0.57,0.64,NULL
937960,"abc",584,0.52,0.65,0.6,0.81,0.62,NULL
132352,"abc",583,0.52,0.65,0.6,0.81,0.62,NULL
1659924,"abc",583,0.5712,0.65,0.6,0.81,0.62,NULL
1665579,"abc",583,0.52,0.65,0.6,0.81,0.62,NULL
789306,"abc",583,0.6,0.65,0.6,0.57,0.74,NULL
1677887,"abc",583,0.52,0.65,0.6,0.81,0.62,NULL
635468,"abc",583,0.7104,0.65,0.6,0.81,0.56,NULL
170575,"abc",583,0.7616,0.65,0.6,0.81,0.56,NULL
192850,"abc",583,0.6,0.65,0.6,0.57,0.74,NULL
173167,"abc",583,0.52,0.65,0.6,0.81,0.62,NULL
893321,"abc",583,0.7872,0.65,0.6,0.57,0.56,NULL
567707,"abc",583,0.7504,0.65,0.6,0.57,0.62,NULL
1335216,"abc",583,0.7744,0.51,0.4,0.81,0.7,NULL
1758144,"abc",583,0.52,0.65,0.6,0.81,0.62,NULL
527559,"abc",583,0.58,0.72,0.7,0.57,0.64,NULL
636645,"abc",583,0.58,0.72,0.7,0.57,0.64,NULL
1653228,"abc",583,0.5584,0.65,0.6,0.81,0.62,NULL
1671928,"abc",583,0.52,0.65,0.6,0.81,0.62,NULL
736808,"abc",582,0.58,0.72,0.7,0.57,0.64,NULL
755497,"abc",582,0.6,0.65,0.6,0.57,0.74,NULL
593208,"abc",582,0.6896,0.65,0.6,0.57,0.74,NULL
900707,"abc",582,0.58,0.72,0.7,0.57,0.64,NULL
521059,"abc",582,0.7872,0.65,0.6,0.57,0.56,NULL
1229487,"abc",582,0.7744,0.51,0.4,0.81,0.7,NULL
1609676,"abc",582,0.584,0.65,0.6,0.81,0.62,NULL
99280,"abc",582,0.6,0.65,0.6,0.57,0.74,NULL
171736,"abc",582,0.52,0.65,0.6,0.81,0.62,NULL
745696,"abc",582,0.6,0.65,0.6,0.57,0.74,NULL
959468,"abc",582,0.52,0.65,0.6,0.81,0.62,NULL
900868,"abc",581,0.58,0.72,0.7,0.57,0.64,NULL
747543,"abc",581,0.58,0.72,0.7,0.57,0.64,NULL
731672,"abc",581,0.6,0.65,0.6,0.57,0.74,NULL
1636407,"abc",581,0.52,0.65,0.6,0.81,0.62,NULL
1613654,"abc",581,0.52,0.65,0.6,0.81,0.62,NULL
1645655,"abc",581,0.58,0.72,0.7,0.57,0.64,NULL
773259,"abc",581,0.7888,0.65,0.6,0.57,0.62,NULL
431604,"abc",581,0.6864,0.65,0.6,0.57,0.62,NULL
1615093,"abc",581,0.52,0.65,0.6,0.81,0.62,NULL
1550869,"abc",580,0.6608,0.65,0.6,0.81,0.62,NULL
918045,"abc",580,0.58,0.72,0.7,0.57,0.64,NULL
1562356,"abc",580,0.6864,0.65,0.6,0.81,0.62,NULL
128760,"abc",580,0.52,0.65,0.6,0.81,0.62,NULL
762121,"abc",579,0.6,0.65,0.6,0.57,0.74,NULL
526868,"abc",579,0.6,0.65,0.6,0.57,0.74,NULL
166776,"abc",579,0.52,0.65,0.6,0.81,0.62,NULL
830366,"abc",579,0.52,0.65,0.6,0.81,0.62,NULL
1632787,"abc",578,0.52,0.65,0.6,0.81,0.62,NULL
592721,"abc",578,0.6,0.65,0.6,0.57,0.74,NULL
1715539,"abc",578,0.52,0.65,0.6,0.81,0.62,NULL
128116,"abc",578,0.52,0.65,0.6,0.81,0.62,NULL
795782,"abc",578,0.776,0.65,0.6,0.57,0.62,NULL
1617043,"abc",578,0.52,0.65,0.6,0.81,0.62,NULL
1644233,"abc",578,0.52,0.65,0.6,0.81,0.62,NULL
146656,"abc",578,0.52,0.65,0.6,0.81,0.62,NULL
777710,"abc",578,0.54,0.72,0.7,0.57,0.58,NULL
974106,"abc",577,0.7792,0.65,0.6,0.57,0.74,NULL
1639735,"abc",577,0.52,0.65,0.6,0.81,0.62,NULL
836419,"abc",577,0.52,0.65,0.6,0.81,0.62,NULL
1670505,"abc",577,0.52,0.65,0.6,0.81,0.62,NULL
127370,"abc",577,0.52,0.65,0.6,0.81,0.62,NULL
728749,"abc",577,0.6,0.65,0.6,0.57,0.74,NULL
962232,"abc",577,0.52,0.65,0.6,0.81,0.62,NULL
99015,"abc",577,0.6,0.65,0.6,0.57,0.74,NULL
258524,"abc",577,0.52,0.65,0.6,0.81,0.62,NULL
688611,"abc",577,0.6848,0.65,0.6,0.81,0.56,NULL
931832,"abc",577,0.52,0.65,0.6,0.81,0.62,NULL
1588478,"abc",577,0.58,0.72,0.7,0.57,0.64,NULL
822311,"abc",576,0.52,0.65,0.6,0.81,0.62,NULL
416822,"abc",576,0.52,0.65,0.6,0.81,0.62,NULL
1051458,"abc",576,0.48,0.65,0.6,0.81,0.56,NULL
433480,"abc",576,0.52,0.65,0.6,0.81,0.62,NULL
599175,"abc",576,0.6736,0.65,0.6,0.57,0.62,NULL
427143,"abc",576,0.6,0.65,0.6,0.57,0.74,NULL
1674397,"abc",576,0.52,0.65,0.6,0.81,0.62,NULL
634820,"abc",576,0.48,0.65,0.6,0.81,0.56,NULL
1669384,"abc",575,0.52,0.65,0.6,0.81,0.62,NULL
801300,"abc",575,0.7024,0.65,0.6,0.57,0.74,NULL
549147,"abc",575,0.708,0.72,0.7,0.57,0.64,NULL
1182763,"abc",575,0.6608,0.65,0.6,0.81,0.62,NULL
1178953,"abc",575,0.8016,0.65,0.6,0.57,0.62,NULL
1638992,"abc",575,0.52,0.65,0.6,0.81,0.62,NULL
771692,"abc",575,0.84,0.65,0.6,0.57,0.62,NULL
1184632,"abc",575,0.58,0.72,0.7,0.57,0.64,NULL
1512828,"abc",575,0.52,0.65,0.6,0.81,0.62,NULL
811156,"abc",575,0.48,0.65,0.6,0.81,0.56,NULL
913300,"abc",575,0.7504,0.65,0.6,0.57,0.62,NULL
918722,"abc",575,0.8144,0.65,0.6,0.57,0.62,NULL
757445,"abc",575,0.7104,0.65,0.6,0.57,0.56,NULL
776660,"abc",575,0.6,0.65,0.6,0.57,0.74,NULL
1658606,"abc",575,0.52,0.65,0.6,0.81,0.62,NULL
768769,"abc",574,0.8016,0.65,0.6,0.57,0.62,NULL
235022,"abc",574,0.54,0.72,0.7,0.57,0.58,NULL
1647121,"abc",574,0.6224,0.65,0.6,0.81,0.62,NULL
1183255,"abc",574,0.6,0.65,0.6,0.57,0.74,NULL
481076,"abc",574,0.8,0.51,0.4,0.81,0.7,NULL
837175,"abc",574,0.52,0.65,0.6,0.81,0.62,NULL
1630796,"abc",574,0.52,0.65,0.6,0.81,0.62,NULL
436566,"abc",574,0.52,0.65,0.6,0.81,0.62,NULL
1662855,"abc",574,0.6352,0.65,0.6,0.81,0.62,NULL
594071,"abc",574,0.7504,0.65,0.6,0.57,0.62,NULL
1645010,"abc",574,0.52,0.65,0.6,0.81,0.62,NULL
483285,"abc",574,0.6,0.65,0.6,0.57,0.74,NULL
866779,"abc",574,0.6,0.65,0.6,0.57,0.74,NULL
940545,"abc",573,0.48,0.65,0.6,0.81,0.56,NULL
953665,"abc",573,0.52,0.65,0.6,0.81,0.62,NULL
1557057,"abc",573,0.6592,0.51,0.4,0.81,0.7,NULL
982125,"abc",573,0.52,0.65,0.6,0.81,0.62,NULL
495216,"abc",573,0.6736,0.65,0.6,0.57,0.62,NULL
1675127,"abc",573,0.52,0.65,0.6,0.81,0.62,NULL
1722039,"abc",573,0.52,0.65,0.6,0.81,0.62,NULL
421304,"abc",573,0.52,0.65,0.6,0.81,0.62,NULL
1676223,"abc",573,0.52,0.65,0.6,0.81,0.62,NULL
630756,"abc",573,0.48,0.65,0.6,0.81,0.56,NULL
893456,"abc",572,0.58,0.72,0.7,0.57,0.64,NULL
1723184,"abc",572,0.52,0.65,0.6,0.81,0.62,NULL
143159,"abc",572,0.52,0.65,0.6,0.81,0.62,NULL
565613,"abc",572,0.52,0.65,0.6,0.81,0.62,NULL
1668503,"abc",572,0.52,0.65,0.6,0.81,0.62,NULL
598956,"abc",572,0.648,0.65,0.6,0.57,0.62,NULL
1176492,"abc",572,0.7744,0.65,0.6,0.57,0.56,NULL
906415,"abc",572,0.58,0.72,0.7,0.57,0.64,NULL
887222,"abc",572,0.6,0.65,0.6,0.57,0.74,NULL
447700,"abc",572,0.58,0.72,0.7,0.57,0.64,NULL
1610208,"abc",572,0.52,0.65,0.6,0.81,0.62,NULL
886241,"abc",572,0.8272,0.65,0.6,0.57,0.62,NULL
1673963,"abc",572,0.48,0.65,0.6,0.81,0.56,NULL
131825,"abc",572,0.52,0.65,0.6,0.81,0.62,NULL
1577984,"abc",571,0.58,0.72,0.7,0.57,0.64,NULL
1655566,"abc",571,0.52,0.65,0.6,0.81,0.62,NULL
933941,"abc",571,0.48,0.65,0.6,0.81,0.56,NULL
260150,"abc",571,0.52,0.65,0.6,0.81,0.62,NULL
817230,"abc",571,0.52,0.65,0.6,0.81,0.62,NULL
772431,"abc",571,0.6,0.65,0.6,0.57,0.74,NULL
108631,"abc",571,0.84,0.65,0.6,0.57,0.62,NULL
1196381,"abc",571,0.58,0.72,0.7,0.57,0.64,NULL
436574,"abc",571,0.52,0.65,0.6,0.81,0.62,NULL
796016,"abc",571,0.6,0.65,0.6,0.57,0.74,NULL
1675902,"abc",571,0.52,0.65,0.6,0.81,0.62,NULL
552643,"abc",571,0.52,0.65,0.6,0.81,0.62,NULL
1189829,"abc",571,0.6864,0.65,0.6,0.57,0.62,NULL
481768,"abc",571,0.58,0.72,0.7,0.57,0.64,NULL
758252,"abc",571,0.6,0.65,0.6,0.57,0.74,NULL
1756658,"abc",571,0.52,0.65,0.6,0.81,0.62,NULL
885772,"abc",570,0.6,0.65,0.6,0.57,0.74,NULL
253712,"abc",570,0.52,0.65,0.6,0.81,0.62,NULL
1174032,"abc",570,0.8016,0.65,0.6,0.57,0.62,NULL
1652252,"abc",570,0.52,0.65,0.6,0.81,0.62,NULL
724787,"abc",570,0.6,0.65,0.6,0.57,0.74,NULL
766011,"abc",570,0.6,0.65,0.6,0.57,0.74,NULL
737396,"abc",570,0.6,0.65,0.6,0.57,0.74,NULL
1610379,"abc",570,0.584,0.65,0.6,0.81,0.62,NULL
901010,"abc",570,0.58,0.72,0.7,0.57,0.64,NULL
126108,"abc",570,0.52,0.65,0.6,0.81,0.62,NULL
729249,"abc",570,0.6,0.65,0.6,0.57,0.74,NULL
424379,"abc",570,0.52,0.65,0.6,0.81,0.62,NULL
767456,"abc",570,0.6,0.65,0.6,0.57,0.74,NULL
260835,"abc",570,0.52,0.65,0.6,0.81,0.62,NULL
113159,"abc",569,0.6,0.65,0.6,0.57,0.74,NULL
689683,"abc",569,0.52,0.65,0.6,0.81,0.62,NULL
636184,"abc",569,0.52,0.65,0.6,0.81,0.62,NULL
1832744,"abc",569,0.52,0.65,0.6,0.81,0.62,NULL
1611825,"abc",568,0.52,0.65,0.6,0.81,0.62,NULL
803439,"abc",568,0.776,0.65,0.6,0.57,0.62,NULL
138105,"abc",568,0.52,0.65,0.6,0.81,0.62,NULL
790157,"abc",568,0.58,0.72,0.7,0.57,0.64,NULL
624031,"abc",568,0.52,0.65,0.6,0.81,0.62,NULL
691366,"abc",568,0.52,0.65,0.6,0.81,0.62,NULL
893899,"abc",568,0.7744,0.65,0.6,0.57,0.56,NULL
795856,"abc",568,0.6,0.65,0.6,0.57,0.74,NULL
1213240,"abc",567,0.84,0.65,0.6,0.57,0.62,NULL
1225052,"abc",567,0.6464,0.51,0.4,0.81,0.7,NULL
963453,"abc",567,0.52,0.65,0.6,0.81,0.62,NULL
170140,"abc",567,0.52,0.65,0.6,0.81,0.62,NULL
802232,"abc",567,0.7632,0.65,0.6,0.57,0.62,NULL
1760192,"abc",567,0.52,0.65,0.6,0.81,0.62,NULL
1552868,"abc",567,0.52,0.65,0.6,0.81,0.62,NULL
110821,"abc",567,0.7248,0.65,0.6,0.57,0.62,NULL
777464,"abc",567,0.6,0.65,0.6,0.57,0.74,NULL
437300,"abc",566,0.52,0.65,0.6,0.81,0.62,NULL
779099,"abc",566,0.6,0.65,0.6,0.57,0.74,NULL
1672301,"abc",566,0.52,0.65,0.6,0.81,0.62,NULL
1632896,"abc",566,0.48,0.65,0.6,0.81,0.56,NULL
649381,"abc",566,0.48,0.65,0.6,0.81,0.56,NULL
112046,"abc",566,0.58,0.72,0.7,0.57,0.64,NULL
261309,"abc",566,0.48,0.65,0.6,0.81,0.56,NULL
100065,"abc",566,0.7248,0.65,0.6,0.57,0.62,NULL
917475,"abc",566,0.58,0.72,0.7,0.57,0.64,NULL
690690,"abc",565,0.52,0.65,0.6,0.81,0.62,NULL
597515,"abc",565,0.6608,0.65,0.6,0.57,0.62,NULL
791909,"abc",565,0.6,0.65,0.6,0.57,0.74,NULL
1565031,"abc",565,0.52,0.65,0.6,0.81,0.62,NULL
114796,"abc",565,0.6864,0.65,0.6,0.57,0.62,NULL
537461,"abc",565,0.48,0.65,0.6,0.81,0.56,NULL
556438,"abc",565,0.52,0.65,0.6,0.81,0.62,NULL
919477,"abc",565,0.6,0.65,0.6,0.57,0.74,NULL
586680,"abc",565,0.84,0.65,0.6,0.57,0.62,NULL
1180124,"abc",565,0.6352,0.65,0.6,0.57,0.62,NULL
261096,"abc",565,0.48,0.65,0.6,0.81,0.56,NULL
375277,"abc",565,0.6864,0.65,0.6,0.57,0.62,NULL
390125,"abc",565,0.52,0.65,0.6,0.81,0.62,NULL
494324,"abc",565,0.58,0.72,0.7,0.57,0.64,NULL
1641553,"abc",564,0.52,0.65,0.6,0.81,0.62,NULL
1723748,"abc",564,0.48,0.65,0.6,0.81,0.56,NULL
114042,"abc",564,0.6848,0.65,0.6,0.57,0.56,NULL
129691,"abc",564,0.52,0.65,0.6,0.81,0.62,NULL
606364,"abc",564,0.7104,0.51,0.4,0.81,0.7,NULL
805280,"abc",564,0.6,0.65,0.6,0.57,0.74,NULL
789434,"abc",564,0.7104,0.65,0.6,0.57,0.56,NULL
1637320,"abc",564,0.52,0.65,0.6,0.81,0.62,NULL
1593033,"abc",564,0.52,0.65,0.6,0.81,0.62,NULL
1640168,"abc",564,0.52,0.65,0.6,0.81,0.62,NULL
1183488,"abc",563,0.7376,0.65,0.6,0.57,0.62,NULL
124165,"abc",563,0.52,0.65,0.6,0.81,0.62,NULL
1644303,"abc",563,0.52,0.65,0.6,0.81,0.62,NULL
1548824,"abc",563,0.52,0.65,0.6,0.81,0.62,NULL
494620,"abc",563,0.6608,0.65,0.6,0.57,0.62,NULL
1771821,"abc",563,0.5328,0.65,0.6,0.81,0.62,NULL
901955,"abc",563,0.58,0.72,0.7,0.57,0.64,NULL
376920,"abc",563,0.8144,0.65,0.6,0.57,0.62,NULL
914603,"abc",563,0.54,0.72,0.7,0.57,0.58,NULL
1061298,"abc",563,0.52,0.65,0.6,0.81,0.62,NULL
782011,"abc",563,0.84,0.65,0.6,0.57,0.62,NULL
1868484,"abc",563,0.7744,0.51,0.4,0.81,0.7,NULL
1061834,"abc",563,0.52,0.65,0.6,0.81,0.62,NULL
100817,"abc",563,0.6,0.65,0.6,0.57,0.74,NULL
906459,"abc",563,0.6352,0.65,0.6,0.57,0.62,NULL
1187550,"abc",563,0.6736,0.65,0.6,0.57,0.62,NULL
378608,"abc",563,0.48,0.65,0.6,0.81,0.56,NULL
725822,"abc",562,0.6,0.65,0.6,0.57,0.74,NULL
868434,"abc",562,0.7504,0.65,0.6,0.57,0.62,NULL
1616506,"abc",562,0.48,0.65,0.6,0.81,0.56,NULL
1063302,"abc",562,0.48,0.65,0.6,0.81,0.56,NULL
255623,"abc",562,0.48,0.65,0.6,0.81,0.56,NULL
812693,"abc",562,0.7888,0.65,0.6,0.57,0.62,NULL
194965,"abc",562,0.6848,0.65,0.6,0.57,0.56,NULL
140184,"abc",562,0.52,0.65,0.6,0.81,0.62,NULL
606626,"abc",562,0.48,0.65,0.6,0.81,0.56,NULL
1750729,"abc",562,0.52,0.65,0.6,0.81,0.62,NULL
749277,"abc",562,0.6,0.65,0.6,0.57,0.74,NULL
558814,"abc",562,0.52,0.65,0.6,0.81,0.62,NULL
763375,"abc",562,0.6,0.65,0.6,0.57,0.74,NULL
869374,"abc",562,0.648,0.65,0.6,0.57,0.62,NULL
779780,"abc",561,0.6,0.65,0.6,0.57,0.74,NULL
641049,"abc",561,0.52,0.65,0.6,0.81,0.62,NULL
1825605,"abc",561,0.584,0.65,0.6,0.81,0.62,NULL
1590097,"abc",561,0.6,0.65,0.6,0.57,0.74,NULL
130387,"abc",561,0.52,0.65,0.6,0.81,0.62,NULL
938342,"abc",561,0.52,0.65,0.6,0.81,0.62,NULL
1377929,"abc",561,0.72,0.51,0.4,0.81,0.58,NULL
1593247,"abc",561,0.52,0.65,0.6,0.81,0.62,NULL
974501,"abc",561,0.6,0.65,0.6,0.57,0.74,NULL
934836,"abc",561,0.48,0.65,0.6,0.81,0.56,NULL
1054916,"abc",561,0.8272,0.65,0.6,0.57,0.62,NULL
174039,"abc",561,0.52,0.65,0.6,0.81,0.62,NULL
1663960,"abc",561,0.48,0.65,0.6,0.81,0.56,NULL
1795049,"abc",561,0.8,0.65,0.6,0.57,0.56,NULL
113413,"abc",560,0.776,0.65,0.6,0.57,0.62,NULL
125728,"abc",560,0.52,0.65,0.6,0.81,0.62,NULL
892726,"abc",560,0.58,0.72,0.7,0.57,0.64,NULL
1773879,"abc",560,0.72,0.51,0.4,0.81,0.58,NULL
1666640,"abc",560,0.52,0.65,0.6,0.81,0.62,NULL
812116,"abc",560,0.72,0.51,0.4,0.81,0.58,NULL
1300827,"abc",560,0.7072,0.51,0.4,0.81,0.58,NULL
481899,"abc",560,0.48,0.65,0.6,0.81,0.56,NULL
432066,"abc",560,0.52,0.65,0.6,0.81,0.62,NULL
764927,"abc",560,0.6,0.65,0.6,0.57,0.74,NULL
1189718,"abc",559,0.6896,0.65,0.6,0.57,0.74,NULL
886937,"abc",559,0.6,0.65,0.6,0.57,0.74,NULL
1647262,"abc",559,0.58,0.72,0.7,0.57,0.64,NULL
1590442,"abc",559,0.58,0.72,0.7,0.57,0.64,NULL
419285,"abc",559,0.54,0.72,0.7,0.57,0.58,NULL
808733,"abc",558,0.5928,0.72,0.7,0.57,0.64,NULL
793423,"abc",558,0.672,0.65,0.6,0.57,0.56,NULL
1048961,"abc",558,0.52,0.65,0.6,0.81,0.62,NULL
150661,"abc",558,0.52,0.65,0.6,0.81,0.62,NULL
901253,"abc",558,0.584,0.65,0.6,0.57,0.62,NULL
984751,"abc",558,0.52,0.65,0.6,0.81,0.62,NULL
894690,"abc",558,0.58,0.72,0.7,0.57,0.64,NULL
436451,"abc",558,0.52,0.65,0.6,0.81,0.62,NULL
1615337,"abc",558,0.48,0.65,0.6,0.81,0.56,NULL
738556,"abc",558,0.6,0.65,0.6,0.57,0.74,NULL
1795327,"abc",558,0.5312,0.65,0.6,0.81,0.56,NULL
193616,"abc",557,0.776,0.65,0.6,0.57,0.62,NULL
175970,"abc",557,0.52,0.65,0.6,0.81,0.62,NULL
1176172,"abc",557,0.7504,0.65,0.6,0.57,0.62,NULL
1178256,"abc",557,0.8016,0.65,0.6,0.57,0.62,NULL
1222808,"abc",557,0.6944,0.51,0.4,0.81,0.58,NULL
1514150,"abc",557,0.52,0.65,0.6,0.81,0.62,NULL
732332,"abc",557,0.6,0.65,0.6,0.57,0.74,NULL
525500,"abc",557,0.7376,0.65,0.6,0.57,0.62,NULL
638916,"abc",557,0.6056,0.72,0.7,0.57,0.64,NULL
1185498,"abc",557,0.7888,0.65,0.6,0.57,0.62,NULL
1578473,"abc",557,0.7744,0.65,0.6,0.57,0.56,NULL
1761018,"abc",557,0.52,0.65,0.6,0.81,0.62,NULL
1512756,"abc",556,0.52,0.65,0.6,0.81,0.62,NULL
958009,"abc",556,0.52,0.65,0.6,0.81,0.62,NULL
581197,"abc",556,0.52,0.65,0.6,0.81,0.62,NULL
812367,"abc",556,0.52,0.65,0.6,0.81,0.62,NULL
437840,"abc",556,0.52,0.65,0.6,0.81,0.62,NULL
952423,"abc",556,0.5456,0.65,0.6,0.81,0.62,NULL
107147,"abc",556,0.6,0.65,0.6,0.57,0.74,NULL
625813,"abc",556,0.52,0.65,0.6,0.81,0.62,NULL
1172936,"abc",556,0.58,0.72,0.7,0.57,0.64,NULL
1258450,"abc",556,0.6816,0.51,0.4,0.81,0.58,NULL
396882,"abc",555,0.7072,0.51,0.4,0.81,0.58,NULL
911486,"abc",555,0.54,0.72,0.7,0.57,0.58,NULL
232084,"abc",555,0.7376,0.65,0.6,0.57,0.62,NULL
127892,"abc",555,0.52,0.65,0.6,0.81,0.62,NULL
1659552,"abc",555,0.52,0.65,0.6,0.81,0.62,NULL
689579,"abc",555,0.52,0.65,0.6,0.81,0.62,NULL
1180591,"abc",555,0.6,0.65,0.6,0.57,0.74,NULL
586465,"abc",555,0.6,0.65,0.6,0.57,0.74,NULL
1652728,"abc",555,0.6224,0.65,0.6,0.57,0.62,NULL
1813811,"abc",554,0.52,0.65,0.6,0.81,0.62,NULL
1642062,"abc",554,0.52,0.65,0.6,0.81,0.62,NULL
249943,"abc",554,0.52,0.65,0.6,0.81,0.62,NULL
548956,"abc",554,0.7744,0.65,0.6,0.57,0.56,NULL
1749102,"abc",554,0.52,0.65,0.6,0.81,0.62,NULL
974712,"abc",554,0.6464,0.51,0.4,0.81,0.7,NULL
1551229,"abc",554,0.52,0.65,0.6,0.81,0.62,NULL
739466,"abc",554,0.6,0.65,0.6,0.57,0.74,NULL
148131,"abc",554,0.52,0.65,0.6,0.81,0.62,NULL
893898,"abc",554,0.7616,0.65,0.6,0.57,0.56,NULL
607472,"abc",554,0.52,0.65,0.6,0.81,0.62,NULL
234247,"abc",553,0.52,0.65,0.6,0.57,0.62,NULL
374281,"abc",553,0.58,0.72,0.7,0.57,0.64,NULL
757532,"abc",553,0.6,0.65,0.6,0.57,0.74,NULL
20784,"abc",553,0.5056,0.65,0.6,0.81,0.56,NULL
605034,"abc",553,0.48,0.65,0.6,0.81,0.56,NULL
107136,"abc",553,0.6256,0.65,0.6,0.57,0.74,NULL
742803,"abc",553,0.52,0.65,0.6,0.57,0.62,NULL
585369,"abc",553,0.6,0.65,0.6,0.57,0.74,NULL
1551794,"abc",553,0.48,0.65,0.6,0.81,0.56,NULL
1196477,"abc",553,0.7632,0.65,0.6,0.57,0.62,NULL
1382624,"abc",553,0.6688,0.51,0.4,0.81,0.58,NULL
583409,"abc",553,0.52,0.65,0.6,0.57,0.62,NULL
1186074,"abc",552,0.7872,0.65,0.6,0.57,0.56,NULL
1582364,"abc",552,0.6,0.65,0.6,0.57,0.74,NULL
765480,"abc",552,0.58,0.72,0.7,0.57,0.64,NULL
633152,"abc",552,0.52,0.65,0.6,0.81,0.62,NULL
171339,"abc",552,0.52,0.65,0.6,0.81,0.62,NULL
1188948,"abc",552,0.6,0.65,0.6,0.57,0.74,NULL
146009,"abc",552,0.52,0.65,0.6,0.81,0.62,NULL
1579109,"abc",552,0.58,0.72,0.7,0.57,0.64,NULL
425121,"abc",552,0.52,0.65,0.6,0.81,0.62,NULL
525736,"abc",552,0.52,0.65,0.6,0.57,0.62,NULL
140761,"abc",552,0.52,0.65,0.6,0.81,0.62,NULL
731379,"abc",552,0.52,0.65,0.6,0.57,0.62,NULL
173850,"abc",551,0.52,0.65,0.6,0.81,0.62,NULL
530975,"abc",551,0.52,0.65,0.6,0.57,0.62,NULL
1582411,"abc",551,0.52,0.65,0.6,0.57,0.62,NULL
1834828,"abc",551,0.52,0.65,0.6,0.81,0.62,NULL
587853,"abc",551,0.6,0.65,0.6,0.57,0.74,NULL
100696,"abc",551,0.52,0.65,0.6,0.57,0.62,NULL
886110,"abc",551,0.7248,0.65,0.6,0.57,0.62,NULL
1040260,"abc",551,0.48,0.65,0.6,0.81,0.56,NULL
526484,"abc",551,0.6,0.65,0.6,0.57,0.74,NULL
21665,"abc",551,0.52,0.65,0.6,0.81,0.62,NULL
594091,"abc",551,0.52,0.65,0.6,0.57,0.62,NULL
525240,"abc",551,0.52,0.65,0.6,0.57,0.62,NULL
1069274,"abc",551,0.6608,0.65,0.6,0.57,0.62,NULL
176107,"abc",551,0.48,0.65,0.6,0.81,0.56,NULL
424941,"abc",551,0.48,0.65,0.6,0.81,0.56,NULL
1585927,"abc",550,0.58,0.72,0.7,0.57,0.64,NULL
757008,"abc",550,0.52,0.65,0.6,0.57,0.62,NULL
1043729,"abc",550,0.52,0.65,0.6,0.57,0.62,NULL
107055,"abc",550,0.52,0.65,0.6,0.57,0.62,NULL
606280,"abc",550,0.6944,0.51,0.4,0.81,0.58,NULL
231802,"abc",550,0.7632,0.65,0.6,0.57,0.62,NULL
981942,"abc",550,0.52,0.65,0.6,0.81,0.62,NULL
882365,"abc",550,0.58,0.72,0.7,0.57,0.64,NULL
1073358,"abc",550,0.52,0.65,0.6,0.57,0.62,NULL
1826014,"abc",550,0.52,0.65,0.6,0.81,0.62,NULL
109795,"abc",550,0.52,0.65,0.6,0.57,0.62,NULL
1412582,"abc",550,0.6464,0.51,0.4,0.81,0.7,NULL
150026,"abc",549,0.52,0.65,0.6,0.81,0.62,NULL
759075,"abc",549,0.6,0.65,0.6,0.57,0.74,NULL
115236,"abc",549,0.52,0.65,0.6,0.57,0.62,NULL
1407269,"abc",549,0.7072,0.51,0.4,0.81,0.58,NULL
1761326,"abc",549,0.52,0.65,0.6,0.81,0.62,NULL
1433414,"abc",549,0.736,0.51,0.4,0.81,0.7,NULL
760402,"abc",549,0.6,0.65,0.6,0.57,0.74,NULL
1534295,"abc",549,0.8,0.51,0.4,0.57,0.7,NULL
432038,"abc",549,0.48,0.65,0.6,0.81,0.56,NULL
1674930,"abc",549,0.52,0.65,0.6,0.81,0.62,NULL
724917,"abc",549,0.6,0.65,0.6,0.57,0.74,NULL
583638,"abc",549,0.5456,0.65,0.6,0.57,0.62,NULL
987623,"abc",549,0.6336,0.51,0.4,0.81,0.7,NULL
532463,"abc",549,0.6,0.65,0.6,0.57,0.74,NULL
638964,"abc",549,0.52,0.65,0.6,0.57,0.62,NULL
1266213,"abc",548,0.6944,0.51,0.4,0.81,0.58,NULL
889642,"abc",548,0.52,0.65,0.6,0.57,0.62,NULL
821077,"abc",548,0.54,0.72,0.7,0.57,0.58,NULL
1176424,"abc",548,0.712,0.65,0.6,0.57,0.62,NULL
113008,"abc",548,0.52,0.65,0.6,0.57,0.62,NULL
111815,"abc",548,0.6,0.65,0.6,0.57,0.74,NULL
744392,"abc",548,0.6,0.65,0.6,0.57,0.74,NULL
110301,"abc",548,0.7744,0.65,0.6,0.57,0.56,NULL
1724156,"abc",548,0.48,0.65,0.6,0.81,0.56,NULL
1059095,"abc",547,0.6,0.65,0.6,0.57,0.74,NULL
108845,"abc",547,0.52,0.65,0.6,0.57,0.62,NULL
